"X..Population.25.Years.and.Over..Less.than.High.School","X..Population.25.Years.and.Over..High.School.Graduate..Includes.Equivalency.","X..Population.25.Years.and.Over..Some.College","X..Population.25.Years.and.Over..Bachelor.s.Degree","X..Population.25.Years.and.Over..Master.s.Degree","X..Population.25.Years.and.Over..Professional.School.Degree","X..Population.25.Years.and.Over..Doctorate.Degree","Vacant.Housing.Units.","X..Vacant.Housing.Units..for.Rent","X..Vacant.Housing.Units..for.Sale.Only","X..Vacant.Housing.Units..Other.Vacant","Average.Gross.Rent.for.Renter.Occupied.Housing.Units","Population.for.Whom.Poverty.Status.Is.Determined","Total.Population","Median.Age.","X..Total.Population..Not.Hispanic.or.Latino","X..Total.Population..Not.Hispanic.or.Latino..White.Alone","X..Total.Population..Not.Hispanic.or.Latino..Black.or.African.American.Alone","X..Total.Population..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.Alone","X..Total.Population..Not.Hispanic.or.Latino..Asian.Alone","X..Total.Population..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.Alone","X..Total.Population..Not.Hispanic.or.Latino..Some.Other.Race.Alone","X..Total.Population..Not.Hispanic.or.Latino..Two.or.More.Races","Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Employed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","Per.Capita.Income..In.2019.Inflation.Adjusted.Dollars.","Gini.Index","LG.li","meidan_income","GEOID","counts","LG.li.1","spatial"
4.36,2.68,16.02,36.65,23.96,12.94,3.39,1064,51.13,0,48.87,2398.869644,15487,"15487","38.1","90.3","81.54","1.2","0","6.51","0","0","1.05","131","98.63","1.37","90139","0.5139","-0.0202027326796285","108333",36061013600,"132","-0.0202027326796285","Uncluster"
1.31,5.37,11.65,29.52,37.09,10.84,4.22,2378,21.83,0,78.17,2678.832463,5994,"5994","40.3","91.12","70.74","1.99","0.27","12.48","0.5","1.07","4.09","189","94.93","5.07","163853","0.5527","4.56981170063175","180172",36061013700,"417","4.56981170063175","Cluster"
0.89,8.95,7.07,42.11,23.64,12.28,5.06,805,22.98,18.26,58.76,2537.565183,11714,"12213","36.1","97","78.65","1.84","0","13.26","0","0","3.24","289","96.58","3.42","96482","0.4574","0.186601771962234","137196",36061013800,"494","0.186601771962234","Uncluster"
3.19,5.25,18.97,37.2,23.24,9.08,3.06,489,23.31,0,76.69,1946.323529,10520,"10524","42.3","89.53","60.38","5.7","0.41","17.68","0","2.14","3.22","518","93.05","6.95","95506","0.5376","3.94421598630782","101941",36061013900,"235","3.94421598630782","Cluster"
1.7,6.46,6.29,38.96,27.93,15.36,3.31,635,7.24,4.72,88.03,2103.671706,7184,"7194","44.3","95.04","86.63","1.39","0","5.63","0","0","1.39","105","97.37","2.63","170792","0.6112","-0.17186827132719","137109",36061014000,"150","-0.17186827132719","Uncluster"
0.49,5.22,11.11,34.16,25.86,16.46,6.7,653,0,19.3,80.7,2123.293173,5110,"5110","49.6","99.14","86.38","0.23","0","10.29","0","0","2.23","50","98","2","205497","0.5828","-0.424046031770201","191417",36061014200,"82","-0.424046031770201","Uncluster"
0.62,3.44,10.16,41,24.06,16.93,3.8,418,0,8.37,91.63,2113.388805,4720,"4720","47.6","93.52","81.61","0","0","9.68","0","0","2.22","159","94.54","5.46","136546","0.6039","0.353778970390152","124803",36061014401,"36","0.353778970390152","Uncluster"
0.56,3.77,6.97,37.78,31.08,16.35,3.49,442,22.62,0,77.38,2375.088409,6946,"6946","43.3","94.7","82.54","1.22","0","7.99","0","1.3","1.66","131","97.11","2.89","115316","0.5295","-0.421317573295449","131884",36061014402,"137","-0.421317573295449","Uncluster"
1.88,5.79,9.88,29.29,33.33,14.28,5.54,1136,17.96,1.14,80.9,2818.468702,5299,"6153","40","89.27","62.39","6.26","0","18.92","0","0.41","1.3","273","91.98","8.02","173035","0.5864","3.10959266790084","182083",36061014500,"617","3.10959266790084","Cluster"
2.06,6.94,6.27,43.41,21.48,13.12,6.72,555,12.79,0,87.21,2390.711645,4180,"4182","32.7","87.28","65.93","1.87","0","18.22","0","0","1.27","16","99.49","0.51","116526","0.4601","0.844050098661238","139952",36061014601,"76","0.844050098661238","Uncluster"
0.34,2.94,11.43,39.48,25.66,13.18,6.97,630,32.7,0,67.3,2347.409246,7831,"7831","41.6","91.23","82.24","0","0","7.78","0","0","1.21","251","95.01","4.99","100989","0.4933","0.237658381498279","108623",36061014602,"142","0.237658381498279","Uncluster"
1.24,2.74,3.84,28.93,32.16,26.72,4.37,307,32.9,6.84,60.26,2817.643005,3465,"3475","33.8","86.19","52.35","1.41","0","29.27","0","0.49","2.68","74","97.03","2.97","133264","0.4734","2.62201851086631","207857",36061014700,"77","2.62201851086631","Cluster"
3.06,2.79,8.23,33.32,29.2,16.73,6.67,327,9.48,6.12,84.4,2510.449575,2810,"2810","40.7","93.2","79.82","0.36","0","6.8","0","0","6.23","81","95.1","4.9","130890","0.5184","0.533496852859088","162857",36061014801,"95","0.533496852859088","Uncluster"
3.61,5.03,6.54,43.21,26.36,11.17,4.08,676,21.6,6.51,71.89,2375.361596,6504,"6504","37.5","87.62","72.83","0.26","0","10.36","0","0.35","3.81","102","97.43","2.57","123915","0.5671","-0.198349555852954","137679",36061014802,"434","-0.198349555852954","Uncluster"
0.41,4.75,10.93,27.68,33.16,15,8.06,1159,20.97,1.29,77.74,2570.110497,4649,"4992","49.3","88.62","76.02","1.46","0","9.46","0","0","1.68","34","98.83","1.17","154949","0.5669","2.38973425906256","149212",36061014900,"89","2.38973425906256","Cluster"
0.56,3.93,10.17,35.3,21.75,22.26,6.01,180,0,13.89,86.11,2274.279379,2285,"2285","51.9","94.97","84.95","0","0","8.88","0","0","1.14","48","95.66","4.34","134295","0.5644","0.427233012352436","161776",36061015001,"35","0.427233012352436","Uncluster"
0.58,3.39,5.43,30.66,30.39,20.44,9.11,699,8.58,16.74,74.68,2243.170732,4578,"4578","59.6","92.62","84.21","1.07","0","5.92","0","0","1.42","71","96.94","3.06","167177","0.5391","0.348107716584627","214831",36061015002,"59","0.348107716584627","Uncluster"
9.64,15.47,15.1,35.57,16.44,6.46,1.32,460,13.91,0,86.09,1499.491713,10143,"10143","37.7","72.3","34.58","17.15","0","16.28","0","0.88","3.41","230","95.5","4.5","84286","0.6396","1.98518280143585","77547",36061015100,"294","1.98518280143585","Cluster"
8.54,11.15,12.98,34.92,18.54,9.78,4.09,221,23.08,0,76.92,1769.681529,7816,"7816","36.6","73.77","51.28","7.11","0","10.62","0","1.04","3.72","176","96","4","76272","0.5812","0.807450059025573","89868",36061015200,"150","0.807450059025573","Uncluster"
0.49,5.38,9.37,33.48,31.7,14.42,5.17,1009,0,12.88,87.12,2676.558442,9764,"9764","40.2","93.59","79.29","0.6","0.27","10.23","0","1.25","1.95","126","97.75","2.25","147187","0.5463","1.68232391073838","156435",36061015300,"211","1.68232391073838","Cluster"
2.15,14.86,7.06,37.25,17.19,14.69,6.79,1035,40.48,0,59.52,2135.36917,14134,"14134","37.6","89.25","70.62","4.79","0","7.95","0","0","5.88","186","97.89","2.11","77728","0.4787","1.10116225561619","100152",36061015400,"219","1.10116225561619","Uncluster"
0.29,4.41,9.97,33.07,32.1,12.84,7.32,787,14.23,0,85.77,2600.926956,10290,"10290","43","96.65","79.52","1.47","0","13.87","0","0","1.79","62","99","1","128898","0.5356","1.23180310356581","129779",36061015500,"149","1.23180310356581","Uncluster"
3.92,10.19,12.23,31.87,20.23,12.49,9.07,473,29.39,0,70.61,2350.200321,5117,"5130","32.8","84.23","62.24","4.44","0","14.7","0","0.94","1.91","125","96.49","3.51","71331","0.4463","1.23758517935379","98766",36061015601,"204","1.23758517935379","Uncluster"
12.31,23.75,25.2,16.26,10.22,7.9,4.36,64,0,0,100,1349.445005,2356,"2433","36.8","56.1","20.22","22.4","0","11.02","0","0","2.47","71","94.18","5.82","59744","0.6158","2.55307562395795","72643",36061015602,"155","2.55307562395795","Cluster"
0.24,4.84,6.06,38.46,25.96,16.47,7.97,1890,0,0,100,2148.134642,9189,"9586","39.5","92.21","78.43","3.62","0.43","7.34","0","0","2.39","340","94.61","5.39","122946","0.5474","1.39310731241466","137703",36061015700,"182","1.39310731241466","Uncluster"
0.48,0.03,2.51,41.86,34.96,14.5,5.67,433,9.93,33.49,56.58,2595.769882,4850,"5099","41.4","94.63","79.98","0.35","0.16","11.39","0","0.57","2.18","147","95.5","4.5","127349","0.5165","0.239795333573335","161259",36061015801,"164","0.239795333573335","Uncluster"
6.92,3.88,14.47,33.13,19.62,15.88,6.1,312,14.1,0,85.9,2346.686391,3262,"4353","30.1","83.12","51.48","8.27","0","19.27","0","0.57","3.51","138","94.99","5.01","59413","0.4739","1.22560377602076","97455",36061015802,"124","1.22560377602076","Uncluster"
2.81,4.99,6.96,33.01,35.18,12.29,4.76,837,9.92,2.99,87.1,2101.362928,9517,"9517","50.1","93.24","75.84","3.14","0","10.79","0","1.31","2.15","231","96.14","3.86","117101","0.5341","0.919485794449634","127969",36061015900,"390","0.919485794449634","Uncluster"
0.58,2.52,6.87,36.41,30.93,17.82,4.86,297,0,12.79,87.21,2644.202899,3465,"3465","53.3","91.54","81.99","0.4","0","6.12","0","0","3.03","38","97.83","2.17","212502","0.5144","0.459974514049462","250001",36061016001,"39","0.459974514049462","Uncluster"
5.2,6.66,7.84,30.38,21.55,12.81,15.56,94,9.57,25.53,64.89,1716.124661,2816,"3421","35.1","85.82","65.74","2.28","0.5","15.38","0","1.17","0.76","58","96.63","3.37","117180","0.6074","1.68778082768788","123370",36061016002,"47","1.68778082768788","Cluster"
2.7,5.42,8.04,39.36,24.52,13.08,6.88,777,45.43,5.02,49.55,2222.848789,6281,"6281","40.9","90.5","74.29","3.12","0","10.6","0","0","2.48","172","95.8","4.2","136779","0.5854","1.41766343868743","120136",36061016100,"75","1.41766343868743","Uncluster"
16.99,26.38,25.25,22.19,8.06,0.95,0.19,221,44.34,0,55.66,946.7515248,9396,"9412","38.2","61.16","7.38","43.6","0","9.41","0","0.53","0.22","368","91.2","8.8","22820","0.5015","2.05359551633733","32530",36061016200,"484","2.05359551633733","Cluster"
2,9.02,9.85,37.5,23.84,12.65,5.14,876,15.64,7.65,76.71,2210.974539,7257,"7267","44.3","94.45","86.13","0.37","0","7.95","0","0","0","195","95.57","4.43","122316","0.584","0.946003301827422","125388",36061016300,"202","0.946003301827422","Uncluster"
27,25.15,20.61,18.39,6.07,2.21,0.56,105,56.19,0,43.81,1042.285156,7474,"7474","37.5","52.84","11.09","22.54","0.25","18.45","0","0","0.5","419","86.32","13.68","23746","0.5855","3.56103516110884","28726",36061016400,"308","3.56103516110884","Cluster"
4.74,4.46,9.03,37.79,27.35,9.76,6.87,655,9.47,6.72,83.82,2438.288057,6512,"6512","43","91.72","80.31","2.87","0","6.97","0","0","1.57","69","98.27","1.73","155831","0.5672","0.931997830181565","183346",36061016500,"155","0.931997830181565","Uncluster"
25.39,22.05,17.13,22.09,7.36,3.71,2.27,419,5.73,8.11,86.16,1281.41527,6233,"6377","34.1","42.51","24.64","11.59","0.5","4.83","0","0.11","0.85","154","95.31","4.69","30274","0.5318","3.03300775359678","40402",36061016600,"607","3.03300775359678","Cluster"
0.83,3.15,8.48,39.43,27.99,16.62,3.5,607,16.8,0,83.2,2288.138386,6189,"6189","44","93.36","75.1","0.58","0","12.44","0","0","5.24","167","95.62","4.38","155349","0.5407","0.421545933688945","201250",36061016700,"214","0.421545933688945","Uncluster"
28.57,29.39,17.88,11.54,6.25,3.93,2.44,218,36.7,0,63.3,762.7578079,4527,"5115","40.9","56.23","15.86","31.75","0","6.35","0","0.31","1.96","215","85.98","14.02","38571","0.763","3.19934682270051","22475",36061016800,"336","3.19934682270051","Cluster"
6.54,3.84,6.78,40.62,23.78,15.01,3.43,892,0,3.14,96.86,2490.801976,8299,"8375","40.8","87.92","76.51","0.68","0","10.17","0","0","0.55","124","97.64","2.36","123749","0.5495","1.25395593020231","128250",36061016900,"182","1.25395593020231","Uncluster"
26.56,25.4,19.42,18.34,6.99,1.21,2.07,305,22.62,14.43,62.95,1117.91376,7801,"7829","40.6","44.55","10.36","15.88","0","16.44","0","0","1.88","246","93.71","6.29","26135","0.4798","4.838184106945","36032",36061017000,"297","4.838184106945","Cluster"
5.14,5.53,8.12,35.21,30.8,11.84,3.37,808,32.18,12.62,55.2,1995.384615,8581,"8694","45.9","91.4","84.3","1.64","0","2.96","0","0.17","2.32","179","96.72","3.28","165873","0.6114","0.769219919308834","161979",36061017100,"212","0.769219919308834","Uncluster"
25.7,27.11,15.58,11.83,13.13,6.14,0.51,350,40,0,60,1156.444657,5130,"5130","34.1","43.27","13.02","22.65","0","3.7","0","0","3.9","454","83.1","16.9","25632","0.5216","5.61790348180591","33601",36061017200,"510","5.61790348180591","Cluster"
7.58,7.45,7.02,33.21,26.46,12.23,6.05,1118,9.66,0,90.34,2089.620158,7580,"7580","42","89.47","70.16","4.2","0","13.28","0","0","1.83","159","96.51","3.49","114934","0.5462","1.29488280732359","135233",36061017300,"190","1.29488280732359","Uncluster"
29.66,16.59,23.61,10.98,11.55,4.39,3.21,292,37.33,0,62.67,829.568672,4511,"4634","38.6","58.26","11.61","38.61","0","4.29","0","0.5","3.26","211","87.52","12.48","30098","0.671","2.94070913457882","22217",36061017401,"247","2.94070913457882","Cluster"
13.5,21.86,20.37,26.67,12.84,1.83,2.93,79,25.32,0,74.68,1615.723982,2365,"2375","36.6","66.23","16.34","38.99","0","8.76","0","0.93","1.22","69","94.72","5.28","36747","0.5616","4.77093890415769","47411",36061017402,"113","4.77093890415769","Cluster"
0.93,6.05,10.38,32.39,30.63,13.28,6.34,763,6.55,17.3,76.15,1885.945727,10044,"10558","47.4","91.6","79.47","4.94","0","6.11","0","0","1.08","26","99.58","0.42","120330","0.5297","0.813415764938481","165234",36061017500,"205","0.813415764938481","Uncluster"
7.12,9.11,12.08,28.47,28.11,11.73,3.37,645,43.57,19.84,36.59,1495.873355,9265,"9265","45.9","69.4","48.84","12.47","0","4.27","0","0.54","3.28","314","94.03","5.97","94719","0.6616","2.1188772666987","74897",36061017700,"179","2.1188772666987","Cluster"
20.84,21.11,15.37,25.13,14.5,2.25,0.8,262,47.33,0,52.67,1383.944154,3968,"3987","34.1","46.23","16.53","23.8","0","2.91","0.35","1.96","0.68","102","95.37","4.63","32773","0.4875","3.94148752783307","50972",36061017800,"332","3.94148752783307","Cluster"
5.57,7.57,11.19,34.62,23.77,12.95,4.33,967,54.91,0,45.09,1785.517473,8267,"8267","48.7","76.32","64.13","1.32","0","9.29","0","0.24","1.33","332","93.65","6.35","92119","0.5962","1.70322545694871","95921",36061017900,"205","1.70322545694871","Cluster"
40.41,18.93,17.73,14.53,5.23,2.16,1,279,51.61,0,48.39,1021.185876,7422,"7422","32.4","40.99","9.14","29.09","0","2.37","0","0","0.39","291","91.25","8.75","25681","0.6167","6.08332743051342","32194",36061018000,"333","6.08332743051342","Cluster"
6.24,9.68,15.7,28.76,25.53,9.2,4.88,509,53.05,0,46.95,1818.448637,8496,"8496","49.5","83.52","62.46","11.28","0","6.19","0","1.48","2.11","229","94.91","5.09","94327","0.6021","1.82402743500307","96429",36061018100,"305","1.82402743500307","Cluster"
25.1,26.39,18.46,17.13,9.16,1.54,2.22,30,0,0,100,915.0304672,7902,"7902","31.5","51.09","6.68","31.52","0","7.02","0","5.01","0.85","330","89.83","10.17","19539","0.5487","6.97326377162459","28235",36061018200,"903","6.97326377162459","Cluster"
9.66,8.09,6.7,38.45,20.94,12.81,3.35,1181,27.27,0,72.73,2256.559767,7816,"7827","40.4","86.07","75.09","4.05","0.49","4.97","0","0","1.48","149","96.91","3.09","108867","0.5685","1.38501536841525","117679",36061018300,"391","1.38501536841525","Uncluster"
33.31,28.46,12.55,13.89,8.63,1.8,1.36,205,37.07,0,62.93,1013.039216,7002,"7116","38.3","52.78","11.59","33.88","0","6.72","0","0.14","0.45","364","86.7","13.3","23615","0.5924","6.6145627357756","22738",36061018400,"333","6.6145627357756","Cluster"
1.28,3.39,7.61,30.99,31.94,13.08,11.7,673,22.73,5.94,71.32,2377.834758,4893,"4893","39","94.34","70.14","9.14","0","11.65","0","1.33","2.08","65","97.95","2.05","88375","0.441","2.9937441493344","129194",36061018500,"88","2.9937441493344","Cluster"
33.51,32.12,23.58,6.64,3.07,0.73,0.35,31,100,0,0,949.5140914,6638,"6909","35.4","61.11","6.48","46.14","0","3.18","0","0","5.3","217","92.53","7.47","19743","0.5302","3.09938134599363","34600",36061018600,"341","3.09938134599363","Cluster"
3.1,5.34,7.99,30.65,30.65,14.05,8.2,649,11.25,2.93,85.82,2032.421198,8592,"8608","45","92.58","69.54","8.05","0","12.7","0","0","2.29","326","93.54","6.46","101244","0.5142","2.6865557376871","136146",36061018700,"199","2.6865557376871","Cluster"
30.02,19.06,13.7,26.39,7.41,2.59,0.83,397,83.88,0,16.12,1183.6764,5416,"5437","32.5","41.14","15.19","21.91","0","2.04","0","0.37","1.64","158","94.18","5.82","27724","0.5511","7.15834006956573","41160",36061018800,"417","7.15834006956573","Cluster"
29.65,16.13,18.39,19.01,9.28,3.65,3.9,696,0,0,100,977.7996554,11132,"11654","38.4","49.54","23.59","15.15","0","6.41","0","0","4.38","554","89.86","10.14","35966","0.6353","2.27712785823432","36250",36061018900,"582","2.27712785823432","Cluster"
9.88,16.23,16.15,28,20.46,5,4.27,182,24.73,0,75.27,1040.790743,3651,"3734","40.4","84.63","18.48","51.98","0","13.23","0","0.27","0.67","128","93.46","6.54","52700","0.6023","3.2457306167713","58333",36061019000,"285","3.2457306167713","Cluster"
8.95,13.19,12.21,32.07,19.15,6.09,8.34,380,0,0,100,1898.159279,9725,"9757","43.9","80.84","57.25","9.42","0","9.99","0","1.84","2.34","242","95.62","4.38","82533","0.539","2.25092945664675","113125",36061019100,"320","2.25092945664675","Cluster"
35.6,28.83,22.19,10.17,1.92,0.88,0.4,46,34.78,0,65.22,688.9700511,3802,"3802","39.5","54.05","3.81","40.43","0","6.81","0","0.79","2.21","155","89.38","10.62","14948","0.5884","3.93603061088356","20117",36061019200,"258","3.93603061088356","Cluster"
25.33,14.06,13.39,23.27,18.39,3.87,1.68,416,13.22,5.53,81.25,1588.09878,10097,"10255","38","63.73","33.98","20.18","0","8.29","0","0","1.29","256","95.24","4.76","43103","0.6026","2.28607641056424","55476",36061019300,"160","2.28607641056424","Cluster"
34.47,27.82,18.56,11.83,6.99,0.34,0,272,63.24,9.19,27.57,741.3697546,6094,"6166","33.6","36.8","6.2","28.41","0","0.73","0","0","1.46","137","93.78","6.22","17715","0.5498","7.3247760365256","20373",36061019400,"414","7.3247760365256","Cluster"
6.94,11.62,13.23,27.99,25.05,8.96,6.21,416,37.98,0,62.02,1691.181737,7008,"7167","44.4","75.46","56.22","3.07","0.31","14.18","0","0","1.69","210","95.24","4.76","81423","0.5959","1.88884800859322","88785",36061019500,"184","1.88884800859322","Cluster"
34.11,28.52,20.77,8.76,6.53,0.76,0.55,63,50.79,0,49.21,1063.690833,4012,"4310","39.1","49.19","8.05","38.58","0","2.48","0.07","0","0","369","79.64","20.36","23925","0.6437","6.82140818117136","17455",36061019600,"1013","6.82140818117136","Cluster"
1.34,14.18,16.28,31.99,23.56,8.81,3.83,154,22.73,0,77.27,2516.164384,634,"639","30.6","83.57","37.72","14.4","0","28.95","0","0","2.5","26","92.99","7.01","77470","0.6585","0.692956043403573","52656",36061019701,"119","0.692956043403573","Uncluster"
14.04,12.37,15.38,36.44,18.86,1.91,1,179,17.88,10.61,71.51,1716.705882,2478,"2478","36.3","75.1","25.83","32.04","0.2","11.86","0","0","5.17","24","98.44","1.56","43662","0.5548","1.75053537260718","60647",36061019702,"86","1.75053537260718","Cluster"
18.29,14.06,17.39,20.57,22.23,4.28,3.18,66,0,43.94,56.06,1650.666667,2597,"2645","38.1","81.47","19.74","46.81","1.78","8.36","0","1.81","2.99","112","91.53","8.47","48804","0.5159","6.25826908942895","76912",36061019800,"206","6.25826908942895","Cluster"
4.04,10.39,8.55,24.42,25.78,9.78,17.04,627,31.26,7.02,61.72,1934.313253,6568,"8786","29.7","85.89","60.71","7.73","0.19","14.84","0.15","0.26","2","217","94.99","5.01","56505","0.5576","-0.653236543649373","96282",36061019900,"173","-0.653236543649373","Uncluster"
11.42,23.57,21.16,20.31,15.38,4.48,3.67,306,22.55,5.56,71.9,1483.167421,3606,"3606","37.3","80.78","19.77","54.71","0","2.69","0","0","3.61","16","99.18","0.82","45765","0.5278","4.61161466982685","72833",36061020000,"389","4.61161466982685","Cluster"
0.19,1.69,3.37,26.78,32.02,5.06,30.9,18,100,0,0,2231.034483,697,"1854","21.8","90.02","59.87","8.52","2.16","17.26","0","0","2.21","52","92.5","7.5","40214","0.5678","-1.11468692205756","138750",36061020101,"17","-1.11468692205756","Uncluster"
13.52,17.27,17.56,24.21,18.37,6.78,2.29,202,67.33,0,32.67,1686.435569,4137,"4137","33.9","85.09","27.44","48.54","0","6.77","0","0","2.34","129","94.91","5.09","58585","0.5913","2.55270216418428","77750",36061020102,"232","2.55270216418428","Cluster"
4.8,4.56,14.63,32.97,29.98,3.24,9.83,58,53.45,0,46.55,1885.625,843,"3607","20.6","81.26","47.38","8.65","1.3","21.18","0.14","0.11","2.5","84","92.7","7.3","12005","0.6465","-0.552283580083547","52813",36061020300,"81","-0.552283580083547","Uncluster"
1.5,4.37,3.38,22.93,20.11,10.86,36.84,85,54.12,0,45.88,2402.064897,2516,"5117","21.8","88.88","63.63","7.56","0.33","15.24","0","0.1","2.01","167","93.06","6.94","52560","0.5381","0.353649993087306","121250",36061020500,"73","0.353649993087306","Uncluster"
19.1,23.94,23.64,21.52,10.93,0.42,0.46,255,31.37,9.8,58.82,1311.973875,3377,"3432","33.7","75.29","15.18","54.66","0","2.39","0","0","3.06","100","93.98","6.02","28145","0.5456","4.80722493497436","31625",36061020600,"188","4.80722493497436","Cluster"
0,6.29,11.21,33.53,29.73,4.24,15.01,173,49.13,0,50.87,1892.534722,2390,"3041","28.5","81.68","45.02","8.58","0","23.94","0","0","4.14","90","94.01","5.99","36220","0.5545","-0.4822220992138","62802",36061020701,"12","-0.4822220992138","Uncluster"
11.78,18.98,9.5,29.47,16.22,10.46,3.59,457,23.41,5.25,71.33,1618.66217,5429,"5432","33.3","84.55","14.01","62.79","0","3.26","0","0","4.49","150","95.2","4.8","50313","0.4824","4.89568663110324","88091",36061020800,"234","4.89568663110324","Cluster"
18.63,36.92,22.09,16.17,5.1,1.08,0,164,32.93,13.41,53.66,954.3821839,3511,"3511","39.6","53.57","6.21","33.72","0","4.59","0","0.54","8.52","117","91.75","8.25","21624","0.5495","3.44217962695344","30208",36061020901,"153","3.44217962695344","Cluster"
17.19,30.47,24.73,18.67,6.65,2.29,0,238,59.66,0,40.34,1019.249823,7540,"7540","36.6","74.3","0.68","69.44","0","2.6","0","0.19","1.39","329","88.29","11.71","22235","0.5271","4.85716839906576","32396",36061021000,"383","4.85716839906576","Cluster"
8.21,10.91,12.39,29.49,23.31,7.1,8.59,278,29.14,0,70.86,1503.820086,10114,"10824","31.3","73.86","37.14","13.47","0.54","18.38","0","0.58","3.76","335","93.73","6.27","42162","0.561","1.01385158442413","52716",36061021100,"369","1.01385158442413","Uncluster"
12.04,16.87,19.36,26.47,17.48,5.2,2.58,458,43.23,0,56.77,1542.034632,3884,"4112","45.1","84.65","9.1","68.8","0","3.7","0","0","3.06","255","87.19","12.81","46385","0.5194","3.31892476699863","53819",36061021200,"272","3.31892476699863","Cluster"
